timestep,graph,community,previous_community,score,pcid
22,DiGraph with 1763 nodes and 1537 edges,529,,1.0,799
23,DiGraph with 1187 nodes and 1046 edges,93,529.0,0.8981,799
22,DiGraph with 1763 nodes and 1537 edges,530,,1.0,800
23,DiGraph with 1187 nodes and 1046 edges,144,530.0,0.9566,800
22,DiGraph with 1763 nodes and 1537 edges,533,,1.0,801
23,DiGraph with 1187 nodes and 1046 edges,204,533.0,0.8976,801
22,DiGraph with 1763 nodes and 1537 edges,535,,1.0,802
23,DiGraph with 1187 nodes and 1046 edges,138,535.0,0.845,802
22,DiGraph with 1763 nodes and 1537 edges,24,,1.0,803
23,DiGraph with 1187 nodes and 1046 edges,207,24.0,0.8977,803
24,DiGraph with 1126 nodes and 961 edges,123,207.0,0.964,803
22,DiGraph with 1763 nodes and 1537 edges,20,,1.0,804
23,DiGraph with 1187 nodes and 1046 edges,191,20.0,0.8694,804
24,DiGraph with 1126 nodes and 961 edges,40,191.0,0.9123,804
23,DiGraph with 1187 nodes and 1046 edges,0,,1.0,805
23,DiGraph with 1187 nodes and 1046 edges,1,,1.0,806
23,DiGraph with 1187 nodes and 1046 edges,30,,1.0,807
23,DiGraph with 1187 nodes and 1046 edges,6,,1.0,808
23,DiGraph with 1187 nodes and 1046 edges,22,,1.0,809
23,DiGraph with 1187 nodes and 1046 edges,14,,1.0,810
23,DiGraph with 1187 nodes and 1046 edges,17,,1.0,811
24,DiGraph with 1126 nodes and 961 edges,9,17.0,0.7895,811
23,DiGraph with 1187 nodes and 1046 edges,18,,1.0,812
23,DiGraph with 1187 nodes and 1046 edges,49,,1.0,813
23,DiGraph with 1187 nodes and 1046 edges,23,,1.0,814
23,DiGraph with 1187 nodes and 1046 edges,25,,1.0,815
23,DiGraph with 1187 nodes and 1046 edges,26,,1.0,816
23,DiGraph with 1187 nodes and 1046 edges,28,,1.0,817
23,DiGraph with 1187 nodes and 1046 edges,29,,1.0,818
24,DiGraph with 1126 nodes and 961 edges,3,29.0,0.6886,818
23,DiGraph with 1187 nodes and 1046 edges,76,,1.0,819
23,DiGraph with 1187 nodes and 1046 edges,33,,1.0,820
23,DiGraph with 1187 nodes and 1046 edges,69,,1.0,821
23,DiGraph with 1187 nodes and 1046 edges,36,,1.0,822
24,DiGraph with 1126 nodes and 961 edges,161,36.0,0.8829,822
23,DiGraph with 1187 nodes and 1046 edges,37,,1.0,823
24,DiGraph with 1126 nodes and 961 edges,130,37.0,0.8152,823
23,DiGraph with 1187 nodes and 1046 edges,40,,1.0,824
23,DiGraph with 1187 nodes and 1046 edges,42,,1.0,825
23,DiGraph with 1187 nodes and 1046 edges,53,,1.0,826
23,DiGraph with 1187 nodes and 1046 edges,46,,1.0,827
23,DiGraph with 1187 nodes and 1046 edges,47,,1.0,828
24,DiGraph with 1126 nodes and 961 edges,12,47.0,0.7622,828
23,DiGraph with 1187 nodes and 1046 edges,48,,1.0,829
23,DiGraph with 1187 nodes and 1046 edges,58,,1.0,830
24,DiGraph with 1126 nodes and 961 edges,23,58.0,0.9265,830
23,DiGraph with 1187 nodes and 1046 edges,83,,1.0,831
24,DiGraph with 1126 nodes and 961 edges,54,83.0,0.9267,831
23,DiGraph with 1187 nodes and 1046 edges,64,,1.0,832
23,DiGraph with 1187 nodes and 1046 edges,65,,1.0,833
23,DiGraph with 1187 nodes and 1046 edges,68,,1.0,834
24,DiGraph with 1126 nodes and 961 edges,157,68.0,0.695,834
23,DiGraph with 1187 nodes and 1046 edges,71,,1.0,835
24,DiGraph with 1126 nodes and 961 edges,110,71.0,0.86,835
23,DiGraph with 1187 nodes and 1046 edges,102,,1.0,836
23,DiGraph with 1187 nodes and 1046 edges,79,,1.0,837
24,DiGraph with 1126 nodes and 961 edges,16,79.0,0.691,837
23,DiGraph with 1187 nodes and 1046 edges,80,,1.0,838
24,DiGraph with 1126 nodes and 961 edges,174,80.0,0.6515,838
23,DiGraph with 1187 nodes and 1046 edges,81,,1.0,839
24,DiGraph with 1126 nodes and 961 edges,203,81.0,0.9873,839
23,DiGraph with 1187 nodes and 1046 edges,87,,1.0,840
23,DiGraph with 1187 nodes and 1046 edges,90,,1.0,841
24,DiGraph with 1126 nodes and 961 edges,116,90.0,0.91,841
23,DiGraph with 1187 nodes and 1046 edges,91,,1.0,842
23,DiGraph with 1187 nodes and 1046 edges,94,,1.0,843
23,DiGraph with 1187 nodes and 1046 edges,96,,1.0,844
24,DiGraph with 1126 nodes and 961 edges,201,96.0,0.9005,844
23,DiGraph with 1187 nodes and 1046 edges,97,,1.0,845
23,DiGraph with 1187 nodes and 1046 edges,100,,1.0,846
24,DiGraph with 1126 nodes and 961 edges,176,100.0,0.9416,846
23,DiGraph with 1187 nodes and 1046 edges,101,,1.0,847
24,DiGraph with 1126 nodes and 961 edges,230,101.0,0.8005,847
23,DiGraph with 1187 nodes and 1046 edges,104,,1.0,848
23,DiGraph with 1187 nodes and 1046 edges,109,,1.0,849
24,DiGraph with 1126 nodes and 961 edges,49,109.0,0.9754,849
23,DiGraph with 1187 nodes and 1046 edges,115,,1.0,850
24,DiGraph with 1126 nodes and 961 edges,39,115.0,0.8415,850
23,DiGraph with 1187 nodes and 1046 edges,117,,1.0,851
24,DiGraph with 1126 nodes and 961 edges,77,117.0,0.7809,851
23,DiGraph with 1187 nodes and 1046 edges,124,,1.0,852
23,DiGraph with 1187 nodes and 1046 edges,126,,1.0,853
23,DiGraph with 1187 nodes and 1046 edges,130,,1.0,854
23,DiGraph with 1187 nodes and 1046 edges,131,,1.0,855
24,DiGraph with 1126 nodes and 961 edges,38,131.0,0.8321,855
23,DiGraph with 1187 nodes and 1046 edges,134,,1.0,856
23,DiGraph with 1187 nodes and 1046 edges,139,,1.0,857
23,DiGraph with 1187 nodes and 1046 edges,146,,1.0,858
23,DiGraph with 1187 nodes and 1046 edges,148,,1.0,859
23,DiGraph with 1187 nodes and 1046 edges,153,,1.0,860
23,DiGraph with 1187 nodes and 1046 edges,156,,1.0,861
23,DiGraph with 1187 nodes and 1046 edges,161,,1.0,862
24,DiGraph with 1126 nodes and 961 edges,5,161.0,0.861,862
23,DiGraph with 1187 nodes and 1046 edges,170,,1.0,863
23,DiGraph with 1187 nodes and 1046 edges,173,,1.0,864
23,DiGraph with 1187 nodes and 1046 edges,177,,1.0,865
24,DiGraph with 1126 nodes and 961 edges,79,177.0,0.8379,865
23,DiGraph with 1187 nodes and 1046 edges,186,,1.0,866
24,DiGraph with 1126 nodes and 961 edges,135,186.0,0.9146,866
23,DiGraph with 1187 nodes and 1046 edges,192,,1.0,867
24,DiGraph with 1126 nodes and 961 edges,129,192.0,0.7794,867
23,DiGraph with 1187 nodes and 1046 edges,194,,1.0,868
23,DiGraph with 1187 nodes and 1046 edges,195,,1.0,869
24,DiGraph with 1126 nodes and 961 edges,75,195.0,0.8573,869
23,DiGraph with 1187 nodes and 1046 edges,196,,1.0,870
24,DiGraph with 1126 nodes and 961 edges,139,196.0,0.8182,870
23,DiGraph with 1187 nodes and 1046 edges,198,,1.0,871
23,DiGraph with 1187 nodes and 1046 edges,200,,1.0,872
23,DiGraph with 1187 nodes and 1046 edges,208,,1.0,873
23,DiGraph with 1187 nodes and 1046 edges,209,,1.0,874
24,DiGraph with 1126 nodes and 961 edges,60,209.0,0.8419,874
23,DiGraph with 1187 nodes and 1046 edges,9,,1.0,875
24,DiGraph with 1126 nodes and 961 edges,212,9.0,0.8618,875
23,DiGraph with 1187 nodes and 1046 edges,44,,1.0,876
24,DiGraph with 1126 nodes and 961 edges,166,44.0,0.8147,876
23,DiGraph with 1187 nodes and 1046 edges,51,,1.0,877
24,DiGraph with 1126 nodes and 961 edges,13,51.0,0.9354,877
23,DiGraph with 1187 nodes and 1046 edges,54,,1.0,878
24,DiGraph with 1126 nodes and 961 edges,117,54.0,0.8553,878
23,DiGraph with 1187 nodes and 1046 edges,63,,1.0,879
24,DiGraph with 1126 nodes and 961 edges,144,63.0,0.8271,879
24,DiGraph with 1126 nodes and 961 edges,0,,1.0,880
24,DiGraph with 1126 nodes and 961 edges,1,,1.0,881
24,DiGraph with 1126 nodes and 961 edges,2,,1.0,882
24,DiGraph with 1126 nodes and 961 edges,4,,1.0,883
24,DiGraph with 1126 nodes and 961 edges,6,,1.0,884
24,DiGraph with 1126 nodes and 961 edges,8,,1.0,885
24,DiGraph with 1126 nodes and 961 edges,10,,1.0,886
24,DiGraph with 1126 nodes and 961 edges,36,,1.0,887
24,DiGraph with 1126 nodes and 961 edges,14,,1.0,888
24,DiGraph with 1126 nodes and 961 edges,18,,1.0,889
24,DiGraph with 1126 nodes and 961 edges,20,,1.0,890
24,DiGraph with 1126 nodes and 961 edges,22,,1.0,891
24,DiGraph with 1126 nodes and 961 edges,24,,1.0,892
24,DiGraph with 1126 nodes and 961 edges,25,,1.0,893
24,DiGraph with 1126 nodes and 961 edges,27,,1.0,894
24,DiGraph with 1126 nodes and 961 edges,28,,1.0,895
24,DiGraph with 1126 nodes and 961 edges,30,,1.0,896
24,DiGraph with 1126 nodes and 961 edges,45,,1.0,897
24,DiGraph with 1126 nodes and 961 edges,34,,1.0,898
24,DiGraph with 1126 nodes and 961 edges,37,,1.0,899
24,DiGraph with 1126 nodes and 961 edges,41,,1.0,900
24,DiGraph with 1126 nodes and 961 edges,43,,1.0,901
24,DiGraph with 1126 nodes and 961 edges,46,,1.0,902
24,DiGraph with 1126 nodes and 961 edges,52,,1.0,903
24,DiGraph with 1126 nodes and 961 edges,56,,1.0,904
24,DiGraph with 1126 nodes and 961 edges,57,,1.0,905
24,DiGraph with 1126 nodes and 961 edges,58,,1.0,906
24,DiGraph with 1126 nodes and 961 edges,61,,1.0,907
24,DiGraph with 1126 nodes and 961 edges,62,,1.0,908
24,DiGraph with 1126 nodes and 961 edges,63,,1.0,909
24,DiGraph with 1126 nodes and 961 edges,65,,1.0,910
24,DiGraph with 1126 nodes and 961 edges,66,,1.0,911
24,DiGraph with 1126 nodes and 961 edges,68,,1.0,912
24,DiGraph with 1126 nodes and 961 edges,69,,1.0,913
24,DiGraph with 1126 nodes and 961 edges,71,,1.0,914
24,DiGraph with 1126 nodes and 961 edges,73,,1.0,915
24,DiGraph with 1126 nodes and 961 edges,74,,1.0,916
24,DiGraph with 1126 nodes and 961 edges,81,,1.0,917
24,DiGraph with 1126 nodes and 961 edges,83,,1.0,918
24,DiGraph with 1126 nodes and 961 edges,84,,1.0,919
24,DiGraph with 1126 nodes and 961 edges,85,,1.0,920
24,DiGraph with 1126 nodes and 961 edges,86,,1.0,921
24,DiGraph with 1126 nodes and 961 edges,87,,1.0,922
24,DiGraph with 1126 nodes and 961 edges,88,,1.0,923
24,DiGraph with 1126 nodes and 961 edges,91,,1.0,924
24,DiGraph with 1126 nodes and 961 edges,93,,1.0,925
24,DiGraph with 1126 nodes and 961 edges,96,,1.0,926
24,DiGraph with 1126 nodes and 961 edges,97,,1.0,927
24,DiGraph with 1126 nodes and 961 edges,98,,1.0,928
24,DiGraph with 1126 nodes and 961 edges,99,,1.0,929
24,DiGraph with 1126 nodes and 961 edges,100,,1.0,930
24,DiGraph with 1126 nodes and 961 edges,102,,1.0,931
24,DiGraph with 1126 nodes and 961 edges,104,,1.0,932
24,DiGraph with 1126 nodes and 961 edges,107,,1.0,933
24,DiGraph with 1126 nodes and 961 edges,108,,1.0,934
24,DiGraph with 1126 nodes and 961 edges,111,,1.0,935
24,DiGraph with 1126 nodes and 961 edges,113,,1.0,936
24,DiGraph with 1126 nodes and 961 edges,115,,1.0,937
24,DiGraph with 1126 nodes and 961 edges,118,,1.0,938
24,DiGraph with 1126 nodes and 961 edges,119,,1.0,939
24,DiGraph with 1126 nodes and 961 edges,120,,1.0,940
24,DiGraph with 1126 nodes and 961 edges,122,,1.0,941
24,DiGraph with 1126 nodes and 961 edges,124,,1.0,942
24,DiGraph with 1126 nodes and 961 edges,125,,1.0,943
24,DiGraph with 1126 nodes and 961 edges,126,,1.0,944
24,DiGraph with 1126 nodes and 961 edges,131,,1.0,945
24,DiGraph with 1126 nodes and 961 edges,133,,1.0,946
24,DiGraph with 1126 nodes and 961 edges,134,,1.0,947
24,DiGraph with 1126 nodes and 961 edges,136,,1.0,948
24,DiGraph with 1126 nodes and 961 edges,137,,1.0,949
24,DiGraph with 1126 nodes and 961 edges,138,,1.0,950
24,DiGraph with 1126 nodes and 961 edges,140,,1.0,951
24,DiGraph with 1126 nodes and 961 edges,141,,1.0,952
24,DiGraph with 1126 nodes and 961 edges,142,,1.0,953
24,DiGraph with 1126 nodes and 961 edges,143,,1.0,954
24,DiGraph with 1126 nodes and 961 edges,145,,1.0,955
24,DiGraph with 1126 nodes and 961 edges,147,,1.0,956
24,DiGraph with 1126 nodes and 961 edges,148,,1.0,957
24,DiGraph with 1126 nodes and 961 edges,149,,1.0,958
24,DiGraph with 1126 nodes and 961 edges,150,,1.0,959
24,DiGraph with 1126 nodes and 961 edges,152,,1.0,960
24,DiGraph with 1126 nodes and 961 edges,154,,1.0,961
24,DiGraph with 1126 nodes and 961 edges,155,,1.0,962
24,DiGraph with 1126 nodes and 961 edges,156,,1.0,963
24,DiGraph with 1126 nodes and 961 edges,159,,1.0,964
24,DiGraph with 1126 nodes and 961 edges,162,,1.0,965
24,DiGraph with 1126 nodes and 961 edges,164,,1.0,966
24,DiGraph with 1126 nodes and 961 edges,165,,1.0,967
24,DiGraph with 1126 nodes and 961 edges,167,,1.0,968
24,DiGraph with 1126 nodes and 961 edges,168,,1.0,969
24,DiGraph with 1126 nodes and 961 edges,169,,1.0,970
24,DiGraph with 1126 nodes and 961 edges,170,,1.0,971
24,DiGraph with 1126 nodes and 961 edges,172,,1.0,972
24,DiGraph with 1126 nodes and 961 edges,175,,1.0,973
24,DiGraph with 1126 nodes and 961 edges,178,,1.0,974
24,DiGraph with 1126 nodes and 961 edges,181,,1.0,975
24,DiGraph with 1126 nodes and 961 edges,183,,1.0,976
24,DiGraph with 1126 nodes and 961 edges,185,,1.0,977
24,DiGraph with 1126 nodes and 961 edges,187,,1.0,978
24,DiGraph with 1126 nodes and 961 edges,188,,1.0,979
24,DiGraph with 1126 nodes and 961 edges,189,,1.0,980
24,DiGraph with 1126 nodes and 961 edges,190,,1.0,981
24,DiGraph with 1126 nodes and 961 edges,191,,1.0,982
24,DiGraph with 1126 nodes and 961 edges,193,,1.0,983
24,DiGraph with 1126 nodes and 961 edges,194,,1.0,984
24,DiGraph with 1126 nodes and 961 edges,195,,1.0,985
24,DiGraph with 1126 nodes and 961 edges,196,,1.0,986
24,DiGraph with 1126 nodes and 961 edges,197,,1.0,987
24,DiGraph with 1126 nodes and 961 edges,200,,1.0,988
24,DiGraph with 1126 nodes and 961 edges,206,,1.0,989
24,DiGraph with 1126 nodes and 961 edges,207,,1.0,990
24,DiGraph with 1126 nodes and 961 edges,208,,1.0,991
24,DiGraph with 1126 nodes and 961 edges,209,,1.0,992
24,DiGraph with 1126 nodes and 961 edges,210,,1.0,993
24,DiGraph with 1126 nodes and 961 edges,211,,1.0,994
24,DiGraph with 1126 nodes and 961 edges,213,,1.0,995
24,DiGraph with 1126 nodes and 961 edges,216,,1.0,996
24,DiGraph with 1126 nodes and 961 edges,217,,1.0,997
24,DiGraph with 1126 nodes and 961 edges,218,,1.0,998
24,DiGraph with 1126 nodes and 961 edges,219,,1.0,999
24,DiGraph with 1126 nodes and 961 edges,221,,1.0,1000
24,DiGraph with 1126 nodes and 961 edges,222,,1.0,1001
24,DiGraph with 1126 nodes and 961 edges,223,,1.0,1002
24,DiGraph with 1126 nodes and 961 edges,225,,1.0,1003
24,DiGraph with 1126 nodes and 961 edges,227,,1.0,1004
24,DiGraph with 1126 nodes and 961 edges,228,,1.0,1005
24,DiGraph with 1126 nodes and 961 edges,229,,1.0,1006
24,DiGraph with 1126 nodes and 961 edges,231,,1.0,1007
24,DiGraph with 1126 nodes and 961 edges,232,,1.0,1008
24,DiGraph with 1126 nodes and 961 edges,233,,1.0,1009
24,DiGraph with 1126 nodes and 961 edges,234,,1.0,1010
24,DiGraph with 1126 nodes and 961 edges,236,,1.0,1011
24,DiGraph with 1126 nodes and 961 edges,237,,1.0,1012
24,DiGraph with 1126 nodes and 961 edges,238,,1.0,1013
24,DiGraph with 1126 nodes and 961 edges,240,,1.0,1014
24,DiGraph with 1126 nodes and 961 edges,241,,1.0,1015
24,DiGraph with 1126 nodes and 961 edges,242,,1.0,1016
24,DiGraph with 1126 nodes and 961 edges,243,,1.0,1017
24,DiGraph with 1126 nodes and 961 edges,244,,1.0,1018
24,DiGraph with 1126 nodes and 961 edges,246,,1.0,1019
24,DiGraph with 1126 nodes and 961 edges,250,,1.0,1020
24,DiGraph with 1126 nodes and 961 edges,251,,1.0,1021
24,DiGraph with 1126 nodes and 961 edges,252,,1.0,1022
24,DiGraph with 1126 nodes and 961 edges,253,,1.0,1023
24,DiGraph with 1126 nodes and 961 edges,105,,1.0,1024
24,DiGraph with 1126 nodes and 961 edges,21,,1.0,1025
24,DiGraph with 1126 nodes and 961 edges,26,,1.0,1026
24,DiGraph with 1126 nodes and 961 edges,29,,1.0,1027
24,DiGraph with 1126 nodes and 961 edges,31,,1.0,1028
24,DiGraph with 1126 nodes and 961 edges,44,,1.0,1029
24,DiGraph with 1126 nodes and 961 edges,47,,1.0,1030
24,DiGraph with 1126 nodes and 961 edges,48,,1.0,1031
24,DiGraph with 1126 nodes and 961 edges,55,,1.0,1032
24,DiGraph with 1126 nodes and 961 edges,70,,1.0,1033
24,DiGraph with 1126 nodes and 961 edges,72,,1.0,1034
24,DiGraph with 1126 nodes and 961 edges,78,,1.0,1035
24,DiGraph with 1126 nodes and 961 edges,82,,1.0,1036
